id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,airing_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
50378,Renjian Zui Deyi,2021-10-27,airing,"Six thousand years later, the once prosperous Sword Stream had declined, relying only on the Sword God Chao Qingqiu to support the current Swordsman Flow to fight the twelve saints of the Three Streams. Li Fuyao had great hatred. To make a living by telling a story in a small town, go to Jianshan, go to the land of the devil, and go to the land of Buddhism. After taking revenge, I realized that there was a huge conspiracy all over the world. Why did the Sword Stream begin to decline six thousand years ago? Why couldn’t the saints and Sword Gods of six thousand years be unable to obtain Immortality? Why did Chao Qingqiu live in the world with suspended animation? What exactly are lanterns in Buddhism? Is the dragon in the Land of Devils a visitor from the outside world? What’s there? All these things unfolded step by step as Li Fuyao continued to grow.

(Source: Animexin)",-1,13402.0,16225,218,51,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 6, 'name': 'Demons'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",60,novel,720,pg_13,"[{'id': 2059, 'name': 'Soyep'}]",155,NIL,NIL,2021.0,fall,122.0,0.0,11.0,20.0,65.0,218.0,0.8578,0.1422
49598,Rich Keikan Cash!,2021-10-01,airing,"The manga follows a police officer named Cash who solves any and all cases with the power of money. The anime will tell new stories that were not in the original manga.

(Source: ANN)",-1,13422.0,17926,119,9,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 39, 'name': 'Police'}]",0,manga,0,no_rating,[],156,NIL,NIL,2021.0,fall,15.0,0.0,5.0,20.0,79.0,119.0,0.7899,0.2101
29375,Robot Pulta,1995-04-04,airing,Stop-motion animation about robots; though mainly focusing on Pulta a white square robot.,-1,13447.0,15288,281,38,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}, {'id': 18, 'name': 'Mecha'}]",0,unknown,300,g,[],157,NIL,NIL,1995.0,spring,76.0,0.0,17.0,83.0,105.0,281.0,0.6441,0.3559
35701,Shammy to Kage Boy,2016-10-20,airing,Shammy gets into a fight with a shadow boy.,-1,13650.0,16499,201,75,white,special,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,original,300,g,[],158,NIL,NIL,2016.0,fall,71.0,0.0,41.0,38.0,51.0,201.0,0.607,0.393
50603,Shanshen Yu Xiaozao,2021-12-17,airing,"Xiaozao is a girl who always brings misfortune to others. She has to move into a temple named God of Mountains Temple where lives a real god of mountains. Xiaozao met the god when she was a young girl and it seems it’s the god who cursed her. But, later on, they fall in love with each other! And their love story began much earlier than they thought?

(Source: Mangatoon, edited)",-1,13659.0,16536,199,6,white,ona,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",0,manga,780,pg_13,[],159,NIL,NIL,2021.0,fall,34.0,0.0,7.0,15.0,143.0,199.0,0.8894,0.1106
50629,Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 2,2022-01-26,airing,Part two of the second season of Shaonian Ge Xing.,-1,13663.0,15369,276,38,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 7, 'name': 'Mystery'}]",0,novel,1168,pg_13,[],160,NIL,NIL,2022.0,winter,107.0,0.0,12.0,19.0,140.0,278.0,0.8885,0.1115
50898,Shen Wu Tianzun,2020-10-05,airing,no_synopsis,-1,13673.0,19057,30,5,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}]",0,manga,600,pg_13,[],161,NIL,NIL,2020.0,fall,9.0,0.0,1.0,10.0,10.0,30.0,0.6333,0.3667
50521,Shenyi Jiu Xiaojie,2021-11-30,airing,no_synopsis,-1,13679.0,14496,343,75,gray,ona,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 22, 'name': 'Romance'}]",60,novel,660,pg_13,"[{'id': 2059, 'name': 'Soyep'}]",162,NIL,NIL,2021.0,fall,172.0,0.0,13.0,29.0,129.0,343.0,0.8776,0.1224
10506,Shiawase Haitatsu Taneko,2011-03-26,airing,"The story centers around a cat who answers people's wishes and delivers happiness. (""Tane"" and ""neko"" are the Japanese words for ""seed"" and ""cat,"" respectively.)

(Source: ANN)",-1,13691.0,12682,630,40,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,original,0,no_rating,"[{'id': 432, 'name': 'Kachidoki Studio'}]",163,other,NIL,2011.0,spring,108.0,0.0,23.0,216.0,283.0,630.0,0.6206,0.3794
18941,Shimajirou no Wow!,2012-04-02,airing,Fourth season of the Shimajirou children's television series.,-1,13715.0,13866,412,45,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,other,1500,g,"[{'id': 229, 'name': 'The Answer Studio'}]",164,monday,07:30,2012.0,spring,85.0,0.0,19.0,133.0,175.0,412.0,0.6311,0.3689
46924,Shu Shan Qi Xian Lu,2021-12-08,airing,"During the An Lushan Rebellion of the Tang Dynasty, monsters are everywhere and the people were destitute in the Central Plains. Li Haobai started from the Bashu and wanted to go to the front line to make a meritorious deed. On the way he was swallowed by the monster. By coincidence, Li Haobai and the guardian of the dragon’s veins merged with each other to obtain the power of the black dragon. And he has since been involved in the struggle of various forces.

(Source: wawayu.tv)",-1,13828.0,13981,398,47,white,ona,currently_airing,"[{'id': 10, 'name': 'Fantasy'}]",20,manga,1200,no_rating,[],165,NIL,NIL,2021.0,fall,121.0,0.0,22.0,34.0,221.0,398.0,0.8593,0.1407
34486,Star Ocean: Anamnesis,2016-11-28,airing,"Fully animated trailers for Square Enix's Star Ocean: Anamnesis RPG mobile game franchise which launched for Android and iOS on December 5th, 2016. ",-1,14029.0,12347,710,97,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}]",0,game,108,pg_13,[],166,NIL,NIL,2016.0,fall,157.0,0.0,46.0,59.0,448.0,710.0,0.8521,0.1479
40393,Taka no Tsume-dan no Ike! ODAman,2018-09-20,airing,"A collaboration between the Eagle Talon franchise and the Ministry of Foreign Affairs Japan Official Development Assistance program. Yoshida has become a superhero called ODAman and explains everything about the ODA program. Essentially the program gathers aid from developed countries to assist developing countries to help close the gap in education, agriculture, financial power, etc.

Episodes are first posted to MOFA's official YouTube channel and then later on DLE's official YouTube channel.",-1,14151.0,16757,187,13,white,ona,currently_airing,"[{'id': 20, 'name': 'Parody'}, {'id': 31, 'name': 'Super Power'}]",0,original,185,g,[],167,NIL,NIL,2018.0,summer,26.0,0.0,21.0,43.0,97.0,187.0,0.6578,0.3422
33922,"Taka no Tsume-dan, Toyama",2016-04-06,airing,A crossover of Kaette Kite yoo Toyama kara with Himitsukessha Taka no Tsume as they explore more of Toyama city.,-1,14154.0,15149,290,48,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,original,287,g,"[{'id': 276, 'name': 'DLE'}]",168,NIL,NIL,2016.0,spring,68.0,1.0,27.0,73.0,121.0,290.0,0.6552,0.3448
50522,Teikou Penguin,2022-01-05,airing,"Centers on a penguin who works in an abusive company and gripes about the difficulties of workplace life. The title is a play on the ""koutei penguin,"" the Japanese name for the emperor penguin.

(Source: ANN)",-1,14218.0,13914,406,25,white,tv,currently_airing,"[{'id': 48, 'name': 'Work Life'}]",0,manga,300,no_rating,[],169,wednesday,07:30,2022.0,winter,66.0,0.0,14.0,57.0,269.0,406.0,0.8251,0.1749
50689,The Missing 8,2021-12-28,airing,"A devastated world ── Androids and robots live there. ""Poppy"" is an android that looks like a human. Android ""Punkun"" who is not interested in human. One night, a star fell in front of them looking up at the sky...

(Source: Official YouTube channel)",-1,14277.0,12328,715,99,white,ona,currently_airing,"[{'id': 24, 'name': 'Sci-Fi'}]",0,original,600,pg_13,"[{'id': 858, 'name': 'Wit Studio'}]",170,NIL,NIL,2021.0,fall,273.0,0.0,44.0,35.0,363.0,715.0,0.8895,0.1105
32799,Tokio Heidi: Mainichi no Kodomo Uta,2011-04-06,airing,"A series of animated music videos and short videos teaching children common everyday tasks, such as brushing teeth.",-1,14340.0,16745,188,35,white,ona,currently_airing,"[{'id': 15, 'name': 'Kids'}, {'id': 19, 'name': 'Music'}]",0,music,161,g,[],171,NIL,NIL,2011.0,spring,49.0,0.0,18.0,58.0,63.0,188.0,0.5957,0.4043
42870,Uchuu Nanchara Kotetsu-kun,2021-04-07,airing,"It follows the daily life of Kotetsu-kun, who aspires to be an astronaut, and friends at the Animal Space Academy as they all pursue their dreams.

(Source: ANN)",-1,14477.0,12921,574,33,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 29, 'name': 'Space'}]",0,web_manga,604,no_rating,"[{'id': 866, 'name': 'Fanworks'}]",172,wednesday,18:45,2021.0,spring,59.0,0.0,21.0,118.0,376.0,574.0,0.7578,0.2422
34990,Unicorn no Kyupi,2017-03-20,airing,"Unicorn no Kyupi is a helpful sprite that lives in the kitchen and polishes dirty pots and pans clean with its fluffy white body. Harigorou, a rival sprite shaped like a hedgehog, tries to interfere. 

(Source: Crunchyroll)",-1,14519.0,16302,213,24,white,tv,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,original,300,g,[],173,NIL,NIL,2017.0,spring,43.0,0.0,15.0,74.0,81.0,213.0,0.5822,0.4178
50588,Wan Yu Feng Shen,2021-12-28,airing,"Yun Fei Xue's father, Yun Tiangang, and his brother, Yun Fei Shan, were tragically assassinated eight years ago during a mission to escort a dragon vein. Only the young Yun Feixue is left in the Yun family’s bloodline, and Yun Feixue is also mysterious. Parasitized by power, that power unexpectedly merged with Yun Feixue, and transformed into a phantom exactly like him. The phantom was parasitized in Yun Feixue's consciousness, and he was always ready to accumulate power and devour his soul. Yun Feixue, who had just suppressed the phantom in his body, received the sad news of his father and brother's tragic death. He was idle in the dark, but behind his back he gathered an organization called ""Shadow"" to secretly investigate the mystery of the year.

(Source: Narul Donghua)",-1,14585.0,15837,245,41,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}]",60,novel,600,pg_13,"[{'id': 2059, 'name': 'Soyep'}]",174,NIL,NIL,2021.0,fall,128.0,0.0,11.0,19.0,87.0,245.0,0.8776,0.1224
34022,Whistle! (ONA),2016-12-17,airing,An adaption of the manga Whistle! which is to stream in 2017.,-1,14644.0,11654,916,45,white,ona,currently_airing,"[{'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}, {'id': 30, 'name': 'Sports'}]",0,manga,0,pg,[],175,NIL,NIL,2016.0,fall,131.0,0.0,33.0,71.0,681.0,916.0,0.8865,0.1135
50430,Wo De Yi Jie Zhi Lu,2022-01-13,airing,"Young Chen Xiaofan entered an alternate world after he accidentally swallowed a Chaos Orb, and became Young Master Chen, the prettiest man in Muyun City. Although he was adored by all the ladies in Muyun City, he was useless as he was not able to cultivate. With his mind set on going back to his original world, he gave up his stable lifestyle as a young master and went against his family’s wishes, determined to walk the path of a cultivator.

(Source: Narul Donghua)",-1,14653.0,13193,519,62,white,ona,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}]",0,original,600,pg_13,[],176,NIL,NIL,2022.0,winter,192.0,0.0,17.0,27.0,286.0,522.0,0.9157,0.0843
48055,Wo Shi Wangzhe,2020,airing,no_synopsis,-1,14662.0,19060,30,0,white,ona,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,game,120,pg,[],177,NIL,NIL,-1.0,NIL,3.0,0.0,1.0,10.0,16.0,30.0,0.6333,0.3667
37020,Woo to Wah,2017-10-02,airing,"Woo and Wah are strange creatures with unknown genders. They are not siblings, nor a couple; their relationship can at most be approximated as ""friends."" Woo and Wah both have strange protrusions on their heads: a tentacle that stretches and shrinks with emotion, and is capable of grabbing things.

The two live on the outskirts of town in the woods, preferring to keep away from the city. However, they do enjoy watching television.",-1,14676.0,16964,176,18,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,original,15,g,"[{'id': 1133, 'name': 'dwarf'}]",178,NIL,NIL,2017.0,fall,33.0,0.0,10.0,52.0,81.0,176.0,0.6477,0.3523
37343,Working Boys,2018-02-15,airing,Cappy (an anthropomorphic baseball cap) and Knitty (an anthropomorphic knitted hat) help residents of their town with small tasks and acts of kindness.,-1,14677.0,16820,184,15,white,special,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,original,300,g,[],179,NIL,NIL,2018.0,winter,38.0,0.0,10.0,50.0,86.0,184.0,0.6739,0.3261
49079,Xi Yangyang Yu Hui Tailang: Juezhan Ci Shidai,2021-07-09,airing,no_synopsis,-1,14699.0,15530,265,23,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}]",60,unknown,900,pg,[],180,NIL,NIL,2021.0,summer,38.0,0.0,6.0,60.0,161.0,265.0,0.7509,0.2491
42463,Xiao Cangshu Di Di de Chi Bo Richang,2020-01-17,airing,"Food broadcast newcomer, Little Hamster Flute, can rack its brains for ideas for his live broadcast. Although the food broadcast contents it has come up with is not very good, the videos are often clicked on due to some of the incredible live broadcast accidents and unexpected funny events. This makes the hamster very troubled.

(Source: bilibili, translated)",-1,14737.0,17049,172,36,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,60,no_rating,[],181,NIL,NIL,2020.0,winter,41.0,0.0,8.0,43.0,80.0,172.0,0.7035,0.2965
51216,Xin Qin Shi Mingyue,2021-11-25,airing,Remaster of the first two seasons of Qin Shi Mingyue.,-1,14800.0,17681,135,10,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}]",39,novel,1200,pg_13,[],182,NIL,NIL,2021.0,fall,23.0,0.0,7.0,15.0,91.0,136.0,0.8382,0.1618
50667,Xingchen Bian: Po Tian Mi Ju,2022-01-23,airing,Fourth season of Xingchen Bian. ,-1,14810.0,12545,666,88,gray,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}]",12,novel,1500,pg_13,"[{'id': 1667, 'name': 'Shanghai Foch Film and TV Culture Investment'}]",183,NIL,NIL,2022.0,winter,317.0,0.0,15.0,23.0,311.0,666.0,0.9429,0.0571
48116,Xiuluo Jian Zun,2021,airing,no_synopsis,-1,14843.0,18230,96,7,white,ona,currently_airing,"[{'id': 10, 'name': 'Fantasy'}]",0,unknown,540,pg_13,[],184,NIL,NIL,-1.0,NIL,21.0,0.0,3.0,11.0,61.0,96.0,0.8542,0.1458
49569,Xue Ying Ling Zhu 3rd Season,2021-12-27,airing,no_synopsis,-1,14850.0,12089,782,101,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}]",26,web_novel,1140,no_rating,"[{'id': 1810, 'name': 'Mili Pictures'}]",185,NIL,NIL,2021.0,fall,346.0,0.0,26.0,26.0,384.0,782.0,0.9335,0.0665
45677,Yichan Xiao Heshang,2016-12-15,airing,no_synopsis,-1,14915.0,18499,71,4,white,ona,currently_airing,"[{'id': 13, 'name': 'Historical'}, {'id': 15, 'name': 'Kids'}, {'id': 36, 'name': 'Slice of Life'}]",0,original,120,g,[],186,NIL,NIL,2016.0,fall,8.0,0.0,8.0,24.0,31.0,71.0,0.5493,0.4507
51183,Yin Yang Shi: Ping An Wu Yu 3rd Season,2022-01-25,2022-04-05,The third season of Onmyouji: Heian Monogatari.,-1,14918.0,16892,179,10,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 36, 'name': 'Slice of Life'}, {'id': 37, 'name': 'Supernatural'}]",12,game,300,pg_13,[],187,NIL,NIL,2022.0,winter,34.0,0.0,10.0,10.0,125.0,179.0,0.8883,0.1117
50444,Yong Sheng,2022-01-29,airing,"Fang Han, a humble family slave, held the belief that ""I would rather be a beggar than a slave"" since childhood, and traversed the world by myself. With an unyielding stubbornness, he broke through the mystery of supernatural powers and forged his body into an immortal body. Work hard to step into the fairyland step by step, and eventually become the peak king.

(Source: bilibili)",-1,14932.0,14827,317,56,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}]",12,novel,1456,pg_13,[],188,NIL,NIL,2022.0,winter,176.0,0.0,10.0,17.0,115.0,318.0,0.9151,0.0849
30119,Yowamushi Monsters,2012-12-25,airing,An NHK toddler's anime following cowardly creatures representing typical Halloween monsters like Dracula and a witch.,-1,14963.0,14751,323,29,white,tv,currently_airing,"[{'id': 15, 'name': 'Kids'}]",0,original,60,pg,[],189,other,NIL,2013.0,winter,62.0,0.0,14.0,107.0,140.0,323.0,0.6254,0.3746
36700,Yumearu Ugoku Ehon,2015-03-19,airing,Short animations for the Ugoku Ehon (Moving Picture Book) line by the Yumearu company. Yumearu specializes in children's education.,-1,15003.0,16860,181,27,white,ona,currently_airing,"[{'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,other,180,g,[],190,NIL,NIL,2015.0,winter,38.0,0.0,13.0,51.0,79.0,181.0,0.6464,0.3536
